iSEU      ;SCRAMBLE            ;                    ;0;0;0;                                                                                                    ;0.00000;Source Scramblen                        ;1;          ;          ;          ;0;          ;          ;          ;0;0;          ;          ;          ;0;0
iSEU      ;SCRAMBLE            ;-k                  ;1;0;20;SCRAMBLE_MAIN                                                                                       ;0.00000;Key-Value zum Scramblen aus der PCMPSCM ;1;          ;          ;          ;0;          ;          ;          ;0;0;          ;          ;          ;0;0
